"IID","mod_sig","mod_sug","mod_inf"
"HG00276",0.109640866518021,0.0626545697450638,-1.18893039226532
"HG00277",0.152959525585175,0.146712347865105,-0.792991101741791
"HG00278",0.0739144682884216,0.0686352029442787,-1.16470122337341
"HG00280",0.125347226858139,0.0729511082172394,-1.4992436170578
"HG00281",0.146093234419823,0.155763924121857,-1.28006863594055
"HG00282",0.0875143483281136,0.0685680210590363,-0.964474201202393
"HG00284",0.0191210899502039,0.0104981698095798,-0.862436711788177
"HG00285",0.0355360209941864,0.0430897399783134,-1.04054653644562
"HG00288",0.105553448200226,0.0865301787853241,-1.14129185676575
"HG00290",0.0372999012470245,0.00961579009890556,-0.818902254104614
"HG00302",0.015556369908154,0.00233652000315487,-1.105348944664
"HG00303",0.122063271701336,0.164420738816261,-0.984375596046448
"HG00304",0.050336379557848,0.0268805399537086,-0.817035913467407
"HG00306",0.0700300633907318,0.0185262691229582,-1.2029105424881
"HG00308",0.0591556988656521,0.0426483005285263,-1.27905356884003
"HG00309",0.0639755576848984,0.0468941517174244,-1.06346237659454
"HG00310",0.068842276930809,0.0593729615211487,-0.762929558753967
"HG00311",0.012967579998076,-0.0260516200214624,-1.30076587200165
"HG00312",-0.0164817608892918,-0.0268427301198244,-1.19062554836273
"HG00313",0.0269064102321863,0.0358969606459141,-1.02110779285431
"HG00315",0.0195226706564426,-0.00595308002084494,-1.03456175327301
"HG00318",0.0757322013378143,0.0873652920126915,-1.61083281040192
"HG00319",0.124232240021229,0.115771047770977,-1.16229116916656
"HG00320",0.054716520011425,0.0569863505661488,-1.10684156417847
"HG00321",0.0495197102427483,-0.00221161008812487,-0.970763862133026
"HG00323",-0.0030056401155889,-0.0133560700342059,-1.33579874038696
"HG00324",0.019492020830512,-0.0267704091966152,-1.08755695819855
"HG00325",0.0593029409646988,0.0873202681541443,-0.896768689155579
"HG00326",0.114074610173702,0.101356349885464,-1.10322225093842
"HG00327",0.0940288901329041,0.0975688770413399,-0.920757353305817
"HG00328",0.0048758601769805,0.00367168011143804,-1.15755748748779
"HG00329",0.183560699224472,0.193005174398422,-0.971107125282288
"HG00330",0.0534526407718658,0.0712036192417145,-0.747828304767609
"HG00331",0.0431474111974239,0.0557449795305729,-1.10619628429413
"HG00332",0.047640360891819,0.0451300702989101,-0.90143495798111
"HG00334",0.0429837517440319,-0.00212873006239533,-0.921765685081482
"HG00335",0.0736850425601006,0.0413873195648193,-1.29411029815674
"HG00336",0.0819849669933319,0.0930441990494728,-0.777702569961548
"HG00337",0.0238881893455982,-0.0135068101808429,-1.2187967300415
"HG00338",0.155665040016174,0.174376204609871,-0.839622676372528
"HG00339",0.0673701092600822,0.0552964918315411,-1.15124988555908
"HG00341",0.0808666497468948,0.126906976103783,-1.03939819335938
"HG00342",0.0553474016487598,0.027075270190835,-1.25596880912781
"HG00343",0.0675265491008759,0.0547031313180923,-1.21922194957733
"HG00344",0.108822248876095,0.0988343507051468,-1.04629004001617
"HG00345",0.0594757385551929,0.0605875588953495,-0.803979933261871
"HG00346",0.0639961212873459,0.0278385598212481,-0.807308435440063
"HG00349",0.0764433220028877,0.0467514991760254,-1.34884011745453
"HG00350",0.0515240393579006,0.0448456890881062,-1.14593064785004
"HG00351",0.145833045244217,0.133150011301041,-0.743749737739563
"HG00353",0.152572914958,0.135763242840767,-0.808858096599579
"HG00355",0.11869178712368,0.104344896972179,-0.7729851603508
"HG00356",0.135528489947319,0.141661688685417,-1.0641895532608
"HG00357",0.078088790178299,0.0648998916149139,-0.909738838672638
"HG00358",0.103817991912365,0.0919039621949196,-0.99987530708313
"HG00359",0.0553944185376167,0.0525326281785965,-0.742055952548981
"HG00360",0.165351390838623,0.157830536365509,-0.733087301254272
"HG00361",0.00211283005774021,-0.0115484399721026,-0.743073463439941
"HG00362",0.0632234811782837,0.0272778999060392,-0.675757169723511
"HG00364",0.0478978417813778,0.0584166310727596,-0.812249839305878
"HG00365",0.116153851151466,0.0869012102484703,-1.12289500236511
"HG00366",0.0634750202298164,0.0348790995776653,-0.914414465427399
"HG00367",0.090868279337883,0.0907706171274185,-1.34419107437134
"HG00368",0.0744448006153107,0.0638398006558418,-0.85809850692749
"HG00369",0.0755821466445923,0.045084860175848,-1.21393418312073
"HG00371",0.061514388769865,0.0621878802776337,-1.08419942855835
"HG00372",0.0741344392299652,0.0555323101580143,-0.829647779464722
"HG00373",-0.00989301037043333,-0.0247336998581886,-1.25386643409729
"HG00375",0.0936189889907837,0.0709037333726883,-0.848227441310883
"HG00376",0.115108199417591,0.0839098766446114,-0.893667638301849
"HG00377",0.112978853285313,0.118199080228806,-0.860099494457245
"HG00378",0.0639310032129288,0.0786097571253777,-0.90122789144516
"HG00379",0.0527028404176235,0.0306726694107056,-1.31308937072754
"HG00380",0.117406383156776,0.0863976031541824,-0.788825452327728
"HG00381",0.0710862129926682,0.0522642284631729,-1.35002315044403
"HG00382",0.0416720807552338,0.00277352007105947,-0.884962558746338
"HG00383",0.0660751983523369,0.0342293903231621,-0.915706694126129
"HG00384",0.0701281279325485,0.0664766281843185,-1.22728538513184
"HG00403",0.0677363127470016,0.0545731708407402,-1.01639354228973
"HG00404",0.0532023198902607,0.0493060387670994,-1.30470526218414
"HG00406",0.00837404001504183,0.0156597997993231,-1.42812144756317
"HG00407",0.0588719099760056,0.035820871591568,-1.63138103485107
"HG00409",0.0898573100566864,0.0631811618804932,-1.62479031085968
"HG00410",0.0543490201234818,0.05094188824296,-1.23725199699402
"HG00419",0.0513834692537785,0.0611823201179504,-1.31587755680084
"HG00421",0.0688321590423584,0.0461523607373238,-0.979501008987427
"HG00422",0.0631909966468811,0.047691959887743,-1.30687439441681
"HG00428",0.0240391790866852,-0.00177364994306117,-1.14543604850769
"HG00436",0.10669369995594,0.122536890208721,-0.811607122421265
"HG00437",0.0997399836778641,0.0821172073483467,-0.656779229640961
"HG00442",0.0618168599903584,0.0681524500250816,-1.81844139099121
"HG00443",0.0791083425283432,0.045885231345892,-0.961812436580658
"HG00445",0.048866581171751,-0.0015694199828431,-1.09647703170776
"HG00446",0.0154683403670788,-0.0102131497114897,-1.21251809597015
"HG00448",0.0767256021499634,0.0756858736276627,-1.2422434091568
"HG00449",0.0857716202735901,0.0378253906965256,-0.895815372467041
"HG00451",0.0654395297169685,0.037328228354454,-1.55252313613892
"HG00452",0.113752916455269,0.0641573220491409,-1.54637026786804
"HG00457",0.0778349488973618,0.0711618065834045,-1.40539252758026
"HG00458",0.0590957999229431,0.0854305773973465,-1.03780496120453
"HG00463",0.124278910458088,0.115892216563225,-0.710159540176392
"HG00464",0.126470252871513,0.0961830317974091,-0.828551471233368
"HG00472",0.0546195395290852,0.0528656281530857,-1.22248888015747
"HG00473",0.0932323411107063,0.08758544921875,-1.2287689447403
"HG00475",0.0724807679653168,0.0353673510253429,-1.34095168113708
"HG00476",0.0501590706408024,0.0483722500503063,-1.16881239414215
"HG00478",0.0552317686378956,0.0299285594373941,-1.82352757453918
"HG00479",0.0766308978199959,0.0514406189322472,-1.44951593875885
"HG00500",-0.00213569006882608,-0.0238361191004515,-0.962925612926483
"HG00513",0.0452921390533447,0.0661007612943649,-0.887027025222778
"HG00524",0.109146259725094,0.109988443553448,-0.749944448471069
"HG00525",0.0682220086455345,0.0342939905822277,-1.17768919467926
"HG00530",0.101018361747265,0.0999864563345909,-0.818674743175507
"HG00531",0.144352912902832,0.159221991896629,-1.22972238063812
"HG00533",0.0611255392432213,0.0341735482215881,-1.24166119098663
"HG00534",0.11271508783102,0.0917386189103127,-1.03318440914154
"HG00536",0.049066349864006,0.0188120398670435,-0.65332442522049
"HG00537",0.0568771995604038,0.116615578532219,-0.601897597312927
"HG00542",0.0782357305288315,0.0574685595929623,-1.23679304122925
"HG00543",0.0905244275927544,0.0969149395823479,-1.26939737796783
"HG00551",0.0949882417917252,0.0730971619486809,-0.660296618938446
"HG00553",0.0784654170274734,0.0410873107612133,-0.70860880613327
"HG00554",0.104493759572506,0.0894047021865845,-1.37254416942596
"HG00556",0.098573237657547,0.0881805270910263,-1.57585060596466
"HG00557",0.0671061798930168,0.0840906128287315,-0.811172485351562
"HG00559",0.0234906505793333,0.0260531194508076,-1.30189645290375
"HG00560",0.059315599501133,0.0336479097604752,-0.751324653625488
"HG00565",0.0845219269394875,0.0638256072998047,-0.832652807235718
"HG00566",0.0887095928192139,0.0669578984379768,-1.11131882667542
"HG00580",-0.0171697102487087,-0.0153614999726415,-1.44932210445404
"HG00581",0.108555182814598,0.0852796882390976,-0.98433130979538
"HG00583",0.0450367107987404,0.0287373792380095,-1.25344550609589
"HG00584",0.0664437934756279,0.0654814094305038,-0.975375771522522
"HG00589",0.0392706692218781,0.0297801699489355,-1.47691214084625
"HG00590",0.0855818390846252,0.0207678899168968,-0.883833825588226
"HG00592",0.187386617064476,0.209545686841011,-1.22698354721069
"HG00593",0.0678720027208328,0.0873866528272629,-1.33632862567902
"HG00595",0.0558185689151287,0.0507393218576908,-1.49382364749908
"HG00596",0.0882644429802895,0.116122409701347,-1.52551376819611
"HG00598",0.0462020486593246,0.0122490804642439,-0.807195365428925
"HG00599",0.0655661225318909,0.0713087990880013,-1.05035853385925
"HG00607",0.106239162385464,0.059849239885807,-1.09046459197998
"HG00608",-0.00475174002349377,0.00952318031340837,-1.23598575592041
"HG00610",0.0235267598181963,0.00155574001837522,-0.747373461723328
"HG00611",0.131507471203804,0.101700067520142,-0.78883570432663
"HG00613",0.0609735213220119,0.0325892083346844,-0.889586925506592
"HG00614",0.0801302418112755,0.0966919213533401,-1.07465493679047
"HG00619",0.073092132806778,0.0280946493148804,-1.3175083398819
"HG00620",0.0778740122914314,0.0453283414244652,-0.796306073665619
"HG00622",0.0501717403531075,-0.00454259989783168,-1.01361835002899
"HG00623",0.0968726873397827,0.056586891412735,-1.14696872234344
"HG00625",0.0680662766098976,0.073909617960453,-0.885630309581757
"HG00626",0.0933707505464554,0.10697665810585,-0.978407740592957
"HG00628",0.0968800634145737,0.0801772326231003,-0.918760359287262
"HG00629",0.0284356493502855,0.0213842801749706,-0.950462579727173
"HG00631",0.115226186811924,0.0912190601229668,-0.931889951229095
"HG00632",0.0729924365878105,0.0807002931833267,-1.1331160068512
"HG00634",0.0620274990797043,0.0461704581975937,-1.20153498649597
"HG00637",0.117346808314323,0.0861658528447151,-1.1874532699585
"HG00638",0.054692268371582,0.037383608520031,-1.1024557352066
"HG00640",0.0433466695249081,0.0327792502939701,-0.729641675949097
"HG00641",0.101203352212906,0.0976016074419022,-1.24074578285217
"HG00650",0.0286839008331299,0.0192931797355413,-1.11046886444092
"HG00651",0.0761145725846291,0.0631100982427597,-0.664753198623657
"HG00653",0.048921849578619,0.0339483581483364,-1.40736567974091
"HG00654",0.0833886116743088,0.061715230345726,-1.31610906124115
"HG00656",0.0408990085124969,-0.0103246700018644,-0.904763042926788
"HG00657",0.10180851817131,0.113307029008865,-0.557598233222961
"HG00662",0.0602093897759914,0.0708055794239044,-1.27592957019806
"HG00663",0.0324623808264732,0.00463458988815546,-1.27933204174042
"HG00671",0.0441829189658165,0.0405714586377144,-1.72146511077881
"HG00672",0.0981513112783432,0.105322122573853,-0.968552470207214
"HG00674",0.0909852534532547,0.0905017703771591,-1.19573557376862
"HG00675",0.0363370291888714,0.0556572116911411,-1.31080222129822
"HG00683",0.0836216583848,0.0414379984140396,-1.20781397819519
"HG00684",0.0906208381056786,0.0689622014760971,-0.868707001209259
"HG00689",0.133403822779655,0.128188192844391,-1.49517774581909
"HG00690",0.0563992485404015,0.0489713102579117,-0.730060875415802
"HG00692",0.062787689268589,0.0463418290019035,-1.03211319446564
"HG00693",0.0676801726222038,0.073641449213028,-1.12085366249084
"HG00698",0.0761392489075661,0.0805226713418961,-1.23251211643219
"HG00699",0.0883936285972595,0.0712106823921204,-1.53194761276245
"HG00701",0.0480910204350948,0.0323492102324963,-0.853547751903534
"HG00704",0.0417350716888905,-0.00606248015537858,-1.95927119255066
"HG00705",0.108139686286449,0.0640408173203468,-0.776936590671539
"HG00707",0.107783071696758,0.0890571102499962,-1.24502170085907
"HG00708",0.0617722682654858,0.0471527688205242,-0.947646975517273
"HG00717",-0.00458513991907239,0.00339456996880472,-0.851533114910126
"HG00728",0.0848457887768745,0.0683106705546379,-0.731302857398987
"HG00729",0.0696442872285843,0.0655727982521057,-0.969825506210327
"HG00731",0.0805023312568665,0.0908686593174934,-0.854760408401489
"HG00732",0.114458598196507,0.119433246552944,-1.03341519832611
"HG00734",0.138789147138596,0.173287257552147,-0.586866497993469
"HG00736",0.0651963576674461,0.062235850840807,-1.15561175346375
"HG00737",0.0493636094033718,0.0103410901501775,-1.25111103057861
"HG00739",0.115272559225559,0.0444466210901737,-0.349950432777405
"HG00740",0.0733651667833328,0.0393816381692886,-1.34528136253357
"HG00742",0.100851461291313,0.0604543313384056,-1.20009410381317
"HG00743",0.056189339607954,0.076627291738987,-0.969811916351318
"HG00759",0.0338740199804306,0.0382753685116768,-0.908390402793884
"HG00766",0.0782891735434532,0.0766458287835121,-0.823245882987976
"HG00844",0.110716313123703,0.114126183092594,-1.08917808532715
"HG00851",0.0657127797603607,0.0343844518065453,-1.09699857234955
"HG00864",0.069649912416935,0.0576897300779819,-0.776115238666534
"HG00867",0.0645959079265594,0.0483250692486763,-1.03935194015503
"HG00879",0.10492342710495,0.129718154668808,-1.3614856004715
"HG00881",0.0865287780761719,0.0655659809708595,-1.24811971187592
"HG00956",0.0119501696899533,-0.00274342996999621,-0.810202658176422
"HG00978",0.094256728887558,0.0675637722015381,-0.613955914974213
"HG00982",0.104444980621338,0.100534461438656,-0.718582928180695
"HG01028",0.0728891119360924,0.0642707422375679,-0.813037872314453
"HG01029",0.114555008709431,0.128696605563164,-0.885547041893005
"HG01031",0.11479078233242,0.126386418938637,-1.12612509727478
"HG01046",0.0557132214307785,0.0387244112789631,-0.741187870502472
"HG01047",0.0749045088887215,0.0653039515018463,-1.11525070667267
"HG01048",0.0925869420170784,0.0808947011828423,-0.932039558887482
"HG01049",0.0307729206979275,-0.00144279003143311,-1.40437591075897
"HG01051",0.0444532297551632,0.0286749396473169,-1.68369781970978
"HG01052",0.0479619801044464,0.0206674691289663,-1.21357023715973
"HG01054",0.0311032198369503,0.0137394098564982,-0.28148153424263
"HG01055",0.152249366044998,0.155314892530441,-1.15608382225037
"HG01058",0.0313813984394073,0.0233123395591974,-0.866551280021667
"HG01060",0.105360932648182,0.0941595733165741,-0.88889092206955
"HG01061",0.0962465107440948,0.115236356854439,-1.0502849817276
"HG01063",0.0788907334208488,0.0395571403205395,-1.06057465076447
"HG01064",0.108837649226189,0.0858635902404785,-1.17212164402008
"HG01066",0.0444490015506744,0.0423441715538502,-1.07815492153168
"HG01067",0.0581751801073551,0.0218864902853966,-1.60262596607208
"HG01069",0.0478040017187595,0.0229924190789461,-0.805866360664368
"HG01070",0.064393050968647,0.0304682701826096,-1.89170479774475
"HG01072",0.0105494298040867,-0.0159762892872095,-0.566699326038361
"HG01073",0.0938880071043968,0.0721268504858017,-1.38659906387329
"HG01075",0.0910908281803131,0.0731842294335365,-1.05397140979767
"HG01077",0.00388398999348283,-0.0476542003452778,-1.15126872062683
"HG01079",0.017243929207325,-0.00621418002992868,-1.4955632686615
"HG01080",0.116517841815948,0.11649352312088,-1.15565657615662
"HG01082",0.047054510563612,0.0575490407645702,-1.0972101688385
"HG01083",0.0987291112542152,0.0858376026153564,-1.26114630699158
"HG01085",0.103434823453426,0.0380051583051682,-0.516622424125671
"HG01086",0.0837622135877609,0.0628616735339165,-0.848018050193787
"HG01088",0.0873145908117294,0.103172183036804,-0.692860126495361
"HG01089",0.130747348070145,0.0930330902338028,-0.913994252681732
"HG01092",-0.00490985997021198,-0.0342610403895378,-0.971376657485962
"HG01094",0.0636911317706108,0.0502882115542889,-0.929539680480957
"HG01095",0.141537636518478,0.161843404173851,-0.80581521987915
"HG01097",0.00377901992760599,-0.0228654406964779,-1.22071981430054
"HG01098",0.111323408782482,0.109758257865906,-1.16240346431732
"HG01101",0.0944594293832779,0.0923726782202721,-1.23329389095306
"HG01102",0.104789271950722,0.103734560310841,-0.816813707351685
"HG01104",0.0653535798192024,0.0706332996487617,-0.560037851333618
"HG01105",0.0989837720990181,0.0870456472039223,-0.981891453266144
"HG01107",0.102243438363075,0.107254542410374,-1.10346579551697
"HG01108",0.0830148383975029,0.0163040198385715,-0.34228241443634
"HG01110",0.106686770915985,0.0676032975316048,-0.489051431417465
"HG01111",0.0175112392753363,-0.0304861105978489,-0.205008700489998
"HG01112",-0.00161667005158961,-0.0203528795391321,-0.959962010383606
"HG01113",0.0885404720902443,0.12177774310112,-1.23715233802795
"HG01119",0.0376233495771885,0.0250007901340723,-1.57707226276398
"HG01121",0.0151991797611117,-0.0247852206230164,-0.982498645782471
"HG01122",0.0764824599027634,0.0725234597921371,-0.760099232196808
"HG01124",0.0536667816340923,0.051743108779192,-1.59832310676575
"HG01125",0.110299468040466,0.125377863645554,-1.57181227207184
"HG01130",0.0404032282531261,-0.00151586998254061,-1.01685845851898
"HG01131",0.117527946829796,0.0696024671196938,-0.881711542606354
"HG01133",0.104821659624577,0.0974457934498787,-1.21201181411743
"HG01134",0.0840267017483711,0.0509599409997463,-1.32561075687408
"HG01136",-0.0169158708304167,-0.0388659201562405,0.775479018688202
"HG01137",0.0993470624089241,0.102419853210449,-0.945156574249268
"HG01139",0.0614696703851223,0.0683699399232864,-0.947530448436737
"HG01140",0.0821802988648415,0.118083603680134,-1.01530849933624
"HG01142",0.0443207509815693,-0.00777535000815988,-0.662026703357697
"HG01148",0.125695213675499,0.105068877339363,-0.703899085521698
"HG01149",-0.00265646004118025,0.0269223302602768,-1.47787535190582
"HG01161",0.0497957691550255,0.0121065601706505,-1.11490952968597
"HG01162",0.0671166330575943,0.0539494082331657,-0.25710192322731
"HG01164",0.136127650737762,0.144178181886673,-1.42086982727051
"HG01167",0.108237087726593,0.11681243032217,-1.2836104631424
"HG01168",0.0202196892350912,0.0217328704893589,-0.781192004680634
"HG01170",0.0136188501492143,-0.0211218893527985,-0.810840666294098
"HG01171",0.0864154994487762,0.0445950888097286,-1.27666711807251
"HG01173",0.0768155306577682,0.0796305611729622,-1.22256636619568
"HG01174",0.0386070013046265,-0.0246757995337248,-1.96659648418427
"HG01176",0.0344527699053288,0.00957963988184929,-0.871136069297791
"HG01177",0.136145412921906,0.1158836632967,-1.13512969017029
"HG01182",0.0123027702793479,0.00293117994442582,-1.63214313983917
"HG01183",0.0937420502305031,0.0840845480561256,-0.548305749893188
"HG01187",0.0321257300674915,0.00715757021680474,-1.25790953636169
"HG01188",0.0871068835258484,0.1054303124547,-1.49209153652191
"HG01190",0.0499091409146786,0.0302687902003527,-1.15564179420471
"HG01191",0.0747646987438202,0.0569585002958775,-0.603218555450439
"HG01197",0.105713158845901,0.0864211618900299,-1.29534161090851
"HG01198",0.0401829890906811,0.0557819604873657,-1.17908835411072
"HG01200",0.0503608882427216,0.0335609316825867,-0.287192821502686
"HG01204",0.127343401312828,0.100923299789429,-1.56117343902588
"HG01205",0.0299137700349092,0.0287633500993252,-1.01797223091125
"HG01241",0.0630194619297981,0.0239004604518414,1.04482102394104
"HG01242",0.036871038377285,0.018777709454298,-0.65733814239502
"HG01247",0.0264444705098867,0.0160573292523623,-1.00230371952057
"HG01248",0.0597361214458942,0.020055839791894,-1.16885459423065
"HG01250",0.0181978400796652,-0.0124383801594377,0.217504128813744
"HG01251",0.107805371284485,0.110899209976196,-0.770684599876404
"HG01253",0.0981571078300476,0.0749858468770981,-1.50823330879211
"HG01254",0.0398092903196812,0.0176585000008345,-1.07246518135071
"HG01256",0.0390602983534336,-0.0160188209265471,-0.978581190109253
"HG01257",0.0606272183358669,0.0396839492022991,-1.35399115085602
"HG01259",0.00831646006554365,-0.0491653382778168,-1.54102230072021
"HG01260",0.119316942989826,0.0898493900895119,-0.563060462474823
"HG01269",0.0832644999027252,0.0678056702017784,-1.19333279132843
"HG01271",0.0567157492041588,0.0414132513105869,-1.49956941604614
"HG01272",0.0186144299805164,-0.0116063198074698,-0.524942755699158
